"","i.test.drinks","i.var.retained.drink","i.auc","i.spec","i.sens","i.brier","i.var.retained.crave","i.r2.crave","i.r2.adj.crave","i.var.retained.want","i.r2.want","i.r2.adj.want","n.var.retained.drink","n.auc","n.spec","n.sens","n.brier","n.var.retained.crave","n.r2.crave","n.r2.adj.crave","n.var.retained.want","n.r2.want","n.r2.adj.want","new.var.retained.drink","new.auc","new.spec","new.sens","new.brier","new.var.retained.crave","new.r2.crave","new.r2.adj.crave","new.var.retained.want","new.r2.want","new.r2.adj.want","mlm.auc","mlm.spec","mlm.sens","mlm.r2.crave","mlm.r2.want","mlm.brier"
"1",6,24,0.572072072072072,0.297297297297297,1,0.146842927361861,4,0.0975150736374833,0.0523908273193573,6,0.116659094964028,0.0236758418023466,15,0.771637368216002,0.852472757753562,0.626760563380282,0.0766830799113986,15,0.320015991110714,0.313324248404006,23,0.34965933715975,0.339257849025976,24,0.621621621621621,0.864864864864865,0.5,0.12459497815291,15,0.182342233694557,-0.1841940063734,23,0.096123812384661,-0.807752375230678,0.63063063063063,0.837837837837838,0.5,0.167240427705545,0.0859568275209072,0.127323841162275
